Sector,Sub Sector,Org Name,Item Name,2019,2020,2021,2022,2023
Foreign Banks,Foreign Banks,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,4. NPLs write off to NPLs provisions (D4/C7),22.11,12.75,31.87,8.83,-822.53
Foreign Banks,Foreign Banks,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,5. Provision against NPL to NPLs (C7/C6),,,,,
Foreign Banks,Foreign Banks,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,I. Capital/leverage ratios,,,,,
Foreign Banks,Foreign Banks,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,1. Capital ratio (A/C),7.55,9.5,9.11,9.48,2.99
Foreign Banks,Foreign Banks,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,2. Commitments & contingencies to total equity (E2/A) (times), -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,3. Total deposit to total equity (B3/A) (times),2.48,2.44,2.79,2.38,5.97
Foreign Banks,Foreign Banks,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,J. Cash flow ratio,,,,,
Foreign Banks,Foreign Banks,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LTD.,1. Cash generated from operating activities to profit after tax (E1/D10) (times),4.95,3.01,52.35,9.82,-2.09
Foreign Banks,Foreign Banks,Bank of China Limited,A. Total equity (A1 to A3),"6,913,414.00","6,986,827.00","6,589,701.00","8,328,147.00","11,843,607.00"
Foreign Banks,Foreign Banks,Bank of China Limited,1. Head office capital account,"7,742,380.00","7,991,720.00","8,825,675.00","11,321,545.00","14,093,035.00"
Foreign Banks,Foreign Banks,Bank of China Limited,2. Reserves, -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,Bank of China Limited,3. Unremitted profit,"-828,966.00","-1,004,893.00","-2,235,974.00","-2,993,398.00","-2,249,428.00"
Foreign Banks,Foreign Banks,Bank of China Limited,4. Others, -   ,"-2,756.00","-2,974.00","-5,753.00","-48,018.00"
Foreign Banks,Foreign Banks,Bank of China Limited,B. Total liabilities (B1 to B4),"19,601,497.00","7,381,696.00","8,971,267.00","21,495,123.00","85,733,792.00"
Foreign Banks,Foreign Banks,Bank of China Limited,1. Bills payable, -   ,"7,649.00","487,215.00","7,382.00",81
Foreign Banks,Foreign Banks,Bank of China Limited,2. Borrowings from financial institutions,"800,000.00", -   , -   , -   , -
Foreign Banks,Foreign Banks,Bank of China Limited,3. Deposits and other accounts,"17,009,371.00","5,874,230.00","7,122,692.00","19,704,964.00","82,195,317.00"
Foreign Banks,Foreign Banks,Bank of China Limited,4. Other/misc. liabilities,"1,792,126.00","1,499,817.00","1,361,360.00","1,782,777.00","3,538,394.00"
Foreign Banks,Foreign Banks,Bank of China Limited,C. Total assets (C1 to C4 + C8 to C10),"26,514,911.00","14,365,767.00","15,557,994.00","29,817,517.00","97,529,381.00"
Foreign Banks,Foreign Banks,Bank of China Limited,1. Cash and balances with treasury banks,"8,466,816.00","8,477,398.00","9,580,366.00","13,072,317.00","53,617,168.00"
Foreign Banks,Foreign Banks,Bank of China Limited,2. Balances with other banks,"13,740,673.00","546,688.00","240,814.00","543,492.00","1,882,705.00"
Foreign Banks,Foreign Banks,Bank of China Limited,3. Lending to financial institutions,"2,477,562.00","239,752.00","264,770.00","1,339,646.00","422,791.00"
Foreign Banks,Foreign Banks,Bank of China Limited,4. Investments, -   ,"3,974,343.00","5,166,914.00","9,156,215.00","41,147,870.00"
Foreign Banks,Foreign Banks,Bank of China Limited,5. Gross advances,"834,590.00", -   , -   ,"5,400,000.00", -
Foreign Banks,Foreign Banks,Bank of China Limited,6. Advances-non-performing/classified, -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,Bank of China Limited,7. Provision against advances, -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,Bank of China Limited,8. Advances net of provision (C5-C7),"834,590.00", -   , -   ,"5,400,000.00", -
Foreign Banks,Foreign Banks,Bank of China Limited,9. Fixed assets,"522,666.00","554,804.00","266,151.00","174,412.00","228,197.00"
Foreign Banks,Foreign Banks,Bank of China Limited,10. Other/misc. assets,"472,604.00","572,782.00","38,979.00","131,435.00","230,650.00"
Foreign Banks,Foreign Banks,Bank of China Limited,D. Profit & loss account,,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,1. Markup/interest earned,"789,169.00","324,328.00","270,802.00","1,421,293.00","8,667,698.00"
Foreign Banks,Foreign Banks,Bank of China Limited,2. Markup/interest expenses,"786,419.00","298,090.00","221,519.00","1,263,846.00","7,108,956.00"
Foreign Banks,Foreign Banks,Bank of China Limited,3. Net markup/interest income,"2,750.00","26,238.00","49,283.00","157,447.00","1,558,742.00"
Foreign Banks,Foreign Banks,Bank of China Limited,4. Provisions and write-offs, -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,Bank of China Limited,5. Net markup/interest income after provisions,"2,750.00","26,238.00","49,283.00","157,447.00","1,558,742.00"
Foreign Banks,Foreign Banks,Bank of China Limited,6. Non-markup/interest income,"98,540.00","463,589.00","76,186.00","147,358.00","834,316.00"
Foreign Banks,Foreign Banks,Bank of China Limited,7. Non-markup/interest expenses,"630,307.00","764,289.00","822,101.00","1,062,229.00","1,561,602.00"
Foreign Banks,Foreign Banks,Bank of China Limited,8. Administrative expenses,"630,307.00","764,289.00","822,071.00","1,062,229.00","1,544,105.00"
Foreign Banks,Foreign Banks,Bank of China Limited,9. Profit/(loss) before taxation,"-529,017.00","-274,462.00","-696,632.00","-757,424.00","831,456.00"
Foreign Banks,Foreign Banks,Bank of China Limited,10. Profit/(loss) after taxation,"-348,887.00","-175,927.00","-1,231,081.00","-757,424.00","743,970.00"
Foreign Banks,Foreign Banks,Bank of China Limited,E. Other items,,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,1. Cash generated from operating activities,"8,072,921.00","-9,203,358.00","1,303,480.00","5,483,801.00","71,327,462.00"
Foreign Banks,Foreign Banks,Bank of China Limited,2. Commitments and contingencies,,, -   , -   , -
Foreign Banks,Foreign Banks,Bank of China Limited,F. Efficiency ratios/profitability ratios,,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,1. Spread Ratio (D3/D1),0.35,8.09,18.2,11.08,17.98
Foreign Banks,Foreign Banks,Bank of China Limited,2. Net markup/interest margin (D1-D2)/C,0.01,0.18,0.32,0.53,1.6
Foreign Banks,Foreign Banks,Bank of China Limited,3. Return on equity (ROE) (D10/A),-5.05,-2.52,-18.68,-9.09,6.28
Foreign Banks,Foreign Banks,Bank of China Limited,4. Return on assets (ROA) (D10/C),-1.32,-1.22,-7.91,-2.54,0.76
Foreign Banks,Foreign Banks,Bank of China Limited,5. Non-markup/interest income to total assets (D6/C),0.37,3.23,0.49,0.49,0.86
Foreign Banks,Foreign Banks,Bank of China Limited,6. Net markup/interest income (after prov.) to total assets (D5/C),0.01,0.18,0.32,0.53,1.6
Foreign Banks,Foreign Banks,Bank of China Limited,7. Markup/interest expense to markup/interest income (D2/D1),99.65,91.91,81.8,88.92,82.02
Foreign Banks,Foreign Banks,Bank of China Limited,8. Admin. expense to profit before tax. (D8/D9) (times),-1.19,-2.78,-1.18,-1.4,1.86
Foreign Banks,Foreign Banks,Bank of China Limited,9. Non-markup/interest expense to total income D7/(D1+D6),71,97,236.92,67.72,16.43
Foreign Banks,Foreign Banks,Bank of China Limited,10. Admin. expense to non-markup/interest income (D8/D6) (times),6.4,1.65,10.79,7.21,1.85
Foreign Banks,Foreign Banks,Bank of China Limited,G. Liquidity ratios,,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,1. Cash & cash equivalent to total assets (C1+C2)/C,83.75,62.82,63.13,45.66,56.91
Foreign Banks,Foreign Banks,Bank of China Limited,2. Investment to total assets (C4/C), -   ,27.67,33.21,30.71,42.19
Foreign Banks,Foreign Banks,Bank of China Limited,3. Advances net of provisions to total assets (C8/C),3.15, -   , -   ,18.11, -
Foreign Banks,Foreign Banks,Bank of China Limited,4. Deposits to total assets (B3/C),64.15,40.89,45.78,66.09,84.28
Foreign Banks,Foreign Banks,Bank of China Limited,5. Total liabilities to total assets (B/C),73.93,51.38,57.66,72.09,87.91
Foreign Banks,Foreign Banks,Bank of China Limited,6. Gross advances to deposits (C5/B3),4.91, -   , -   ,27.4, -
Foreign Banks,Foreign Banks,Bank of China Limited,7. Gross advances to borrowing & deposits C5/(B2+B3),4.69, -   , -   ,27.4, -
Foreign Banks,Foreign Banks,Bank of China Limited,H. Assets quality ratios,,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,1. Non-performing loans to gross advances (C6/C5), -   ,,, -   ,
Foreign Banks,Foreign Banks,Bank of China Limited,2. Provisions against NPLs to gross advances (C7/C5), -   ,,, -   ,
Foreign Banks,Foreign Banks,Bank of China Limited,3. NPLs to total equity (C6/A), -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,Bank of China Limited,4. NPLs write off to NPLs provisions (D4/C7),,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,5. Provision against NPL to NPLs (C7/C6),,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,I. Capital/leverage ratios,,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,1. Capital ratio (A/C),26.07,48.64,42.36,27.93,12.14
Foreign Banks,Foreign Banks,Bank of China Limited,2. Commitments & contingencies to total equity (E2/A) (times), -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,Bank of China Limited,3. Total deposit to total equity (B3/A) (times),2.46,0.84,1.08,2.37,6.94
Foreign Banks,Foreign Banks,Bank of China Limited,J. Cash flow ratio,,,,,
Foreign Banks,Foreign Banks,Bank of China Limited,1. Cash generated from operating activities to profit after tax (E1/D10) (times),-23.14,52.31,-1.06,-7.24,95.87
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,A. Total equity (A1 to A3),"7,268,081.00","8,221,348.00","8,868,088.64","11,128,128.00","15,374,169.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Head office capital account,"5,563,663.00","6,302,781.00","6,398,695.64","7,734,312.00","9,984,045.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Reserves, -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,3. Unremitted profit,"1,704,418.00","1,918,567.00","2,469,393.00","3,393,816.00","5,390,124.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,4. Others, -   , -   ,"-2,730.00","-4,367.00","-5,366.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,B. Total liabilities (B1 to B4),"26,676,305.00","36,099,261.00","30,999,735.00","52,403,103.00","45,464,205.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Bills payable,"1,032,458.00","972,657.00","775,747.00","1,214,740.00","832,304.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Borrowings from financial institutions,"1,394,029.00","241,047.00","9,334.00", -   , -
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,3. Deposits and other accounts,"20,473,611.00","30,965,106.00","25,879,216.00","46,016,619.00","36,431,582.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,4. Other/misc. liabilities,"3,776,207.00","3,920,451.00","4,335,438.00","5,171,744.00","8,200,319.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,C. Total assets (C1 to C4 + C8 to C10),"33,944,386.00","44,320,609.00","39,865,094.00","63,526,864.00","60,833,008.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Cash and balances with treasury banks,"7,558,956.00","8,645,015.00","9,550,738.00","13,413,245.00","14,125,650.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Balances with other banks,"118,681.00","5,268,843.00","5,334,868.00","1,006,967.00","2,612,845.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,3. Lending to financial institutions,"15,132,302.00","26,209,833.00","4,431,289.00","9,141,986.00","17,397,321.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,4. Investments, -   , -   ,"14,352,092.00","32,008,766.00","14,787,480.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,5. Gross advances,"9,330,260.00","2,610,408.00","4,444,028.00","5,510,887.00","8,076,314.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,6. Advances-non-performing/classified,"96,511.00","96,511.00","96,511.00","96,511.00","96,511.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,7. Provision against advances,"104,509.00","104,509.00","104,509.00","104,509.00","104,509.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,8. Advances net of provision (C5-C7),"9,225,751.00","2,505,899.00","4,339,519.00","5,406,378.00","7,971,805.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,9. Fixed assets,"345,355.00","242,064.00","277,998.00","912,374.00","1,128,109.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,10. Other/misc. assets,"1,563,341.00","1,448,955.00","1,578,590.00","1,637,148.00","2,809,798.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,D. Profit & loss account,,,,,
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Markup/interest earned,"2,801,020.00","2,647,085.00","2,848,786.00","5,218,148.00","8,746,501.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Markup/interest expenses,"1,063,657.00","1,237,236.00","1,548,326.00","2,809,007.00","2,569,962.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,3. Net markup/interest income,"1,737,363.00","1,409,849.00","1,300,460.00","2,409,141.00","6,176,539.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,4. Provisions and write-offs, -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,5. Net markup/interest income after provisions,"1,737,363.00","1,409,849.00","1,300,460.00","2,409,141.00","6,176,539.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,6. Non-markup/interest income,"614,739.00","1,550,945.00","1,126,296.00","1,321,944.00","1,356,016.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,7. Non-markup/interest expenses,"1,215,005.00","1,441,655.00","1,557,675.00","1,583,042.00","3,232,558.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,8. Administrative expenses,"1,189,950.00","1,407,591.00","1,539,939.00","1,537,803.00","3,144,225.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,9. Profit/(loss) before taxation,"1,137,097.00","1,522,139.00","869,081.00","2,148,043.00","10,765,113.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,10. Profit/(loss) after taxation,"652,214.00","905,537.00","516,229.00","919,555.00","8,453,980.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,E. Other items,,,,,
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Cash generated from operating activities,"1,600,850.00","6,212,555.00","14,965,188.00","15,768,828.00","-16,683,435.00"
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Commitments and contingencies,,, -   , -   , -
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,F. Efficiency ratios/profitability ratios,,,,,
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Spread Ratio (D3/D1),62.03,53.26,45.65,46.17,70.62
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Net markup/interest margin (D1-D2)/C,5.12,3.18,3.26,3.79,10.15
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,3. Return on equity (ROE) (D10/A),8.97,11.01,5.82,8.26,54.99
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,4. Return on assets (ROA) (D10/C),1.92,2.04,1.29,1.45,13.9
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,5. Non-markup/interest income to total assets (D6/C),1.81,3.5,2.83,2.08,2.23
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,6. Net markup/interest income (after prov.) to total assets (D5/C),5.12,3.18,3.26,3.79,10.15
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,7. Markup/interest expense to markup/interest income (D2/D1),37.97,46.74,54.35,53.83,29.38
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,8. Admin. expense to profit before tax. (D8/D9) (times),1.05,0.92,1.77,0.72,0.29
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,9. Non-markup/interest expense to total income D7/(D1+D6),35.57,34.34,39.19,24.21,32
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,10. Admin. expense to non-markup/interest income (D8/D6) (times),1.94,0.91,1.37,1.16,2.32
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,G. Liquidity ratios,,,,,
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Cash & cash equivalent to total assets (C1+C2)/C,22.62,31.39,37.34,22.7,27.52
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Investment to total assets (C4/C), -   , -   ,36,50.39,24.31
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,3. Advances net of provisions to total assets (C8/C),27.18,5.65,10.89,8.51,13.1
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,4. Deposits to total assets (B3/C),60.32,69.87,64.92,72.44,59.89
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,5. Total liabilities to total assets (B/C),78.59,81.45,77.76,82.49,74.74
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,6. Gross advances to deposits (C5/B3),45.57,8.43,17.17,11.98,22.17
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,7. Gross advances to borrowing & deposits C5/(B2+B3),42.67,8.37,17.17,11.98,22.17
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,H. Assets quality ratios,,,,,
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Non-performing loans to gross advances (C6/C5),1.03,3.7,2.17,1.75,1.19
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Provisions against NPLs to gross advances (C7/C5),1.12,4,2.35,1.9,1.29
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,3. NPLs to total equity (C6/A),1.33,1.17,1.09,0.87,0.63
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,4. NPLs write off to NPLs provisions (D4/C7), -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,5. Provision against NPL to NPLs (C7/C6),108.29,108.29,108.29,108.29,108.29
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,I. Capital/leverage ratios,,,,,
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Capital ratio (A/C),21.41,18.55,22.25,17.52,25.27
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,2. Commitments & contingencies to total equity (E2/A) (times), -   , -   , -   , -   , -
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,3. Total deposit to total equity (B3/A) (times),2.82,3.77,2.92,4.14,2.37
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,J. Cash flow ratio,,,,,
Foreign Banks,Foreign Banks,DEUTSCHE BANK AG,1. Cash generated from operating activities to profit after tax (E1/D10) (times),2.45,6.86,28.99,17.15,-1.97
Foreign Banks,Foreign Banks,CITI BANK N. A.,A. Total equity (A1 to A3),"11,795,836.00","13,720,553.00","10,701,990.00","15,747,550.00","26,304,061.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,1. Head office capital account,"6,812,671.00","6,812,671.00","6,812,671.00","6,812,671.00","6,812,671.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,2. Reserves,"161,543.00","161,550.00","163,719.00","163,719.00","163,719.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,3. Unremitted profit,"4,821,622.00","6,746,332.00","3,725,600.00","8,771,160.00","19,327,671.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,4. Others,"104,302.00","102,841.00","-825,068.00","-563,578.00","-84,184.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,B. Total liabilities (B1 to B4),"137,502,985.00","148,156,663.00","201,288,750.00","249,298,916.00","282,722,527.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,1. Bills payable,"2,040,458.00","1,475,556.00","855,130.00","725,096.00","659,608.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,2. Borrowings from financial institutions,"11,698,824.00","18,848,733.00","15,302,778.00","1,200.00", -
Foreign Banks,Foreign Banks,CITI BANK N. A.,3. Deposits and other accounts,"113,232,091.00","118,238,891.00","172,542,423.00","229,621,926.00","266,801,454.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,4. Other/misc. liabilities,"10,531,612.00","9,593,483.00","12,588,419.00","18,950,694.00","15,261,465.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,C. Total assets (C1 to C4 + C8 to C10),"149,403,123.00","161,980,057.00","211,165,672.00","264,482,888.00","308,942,404.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,1. Cash and balances with treasury banks,"11,202,518.00","11,342,260.00","19,817,760.00","24,666,659.00","25,578,910.00"
Foreign Banks,Foreign Banks,CITI BANK N. A.,2. Balances with other banks,"805,867.00","21,386,856.00","1,104,681.00","32,498,497.00","23,808,742.00"
